"repository","name","version","installed","installed_version","architecture","classification","description","groups","licenses","project_url","required_dependencies","optional_dependencies","provides","conflicts","replaces","download_size","installed_size","build_date"
"clang64","mingw-w64-clang-x86_64-gemini-cli","0.53.1-1","False","","any","mingw-package","An open-source AI agent that brings the power of Gemini directly into your terminal (mingw-w64)","","Apache-2.0","https://github.com/google-gemini/gemini-cli","mingw-w64-clang-x86_64-nodejs","","","","","12.07 MiB","73.22 MiB","Sun Aug  2 11:35:18 2026"
"clang64","mingw-w64-clang-x86_64-genromfs","0.5.2-1","False","","any","mingw-package","Creates ROMFS images","","GPL+2","https://romfs.sourceforge.net/","","","","","","16.77 KiB","29.58 KiB","Wed May  7 02:19:26 2025"
"clang64","mingw-w64-clang-x86_64-geocode-glib","3.26.4-3","False","","any","mingw-package","Helper library for geocoding services (mingw-w64)","","spdx:LGPL-2.0-or-later","https://gitlab.gnome.org/GNOME/geocode-glib","mingw-w64-clang-x86_64-gettext-runtime;mingw-w64-clang-x86_64-glib2;mingw-w64-clang-x86_64-json-glib;mingw-w64-clang-x86_64-gtk-update-icon-cache;mingw-w64-clang-x86_64-libsoup3","","","","","108.09 KiB","907.35 KiB","Fri Oct 17 03:59:21 2025"
"clang64","mingw-w64-clang-x86_64-geographiclib","2.7-1","False","","any","mingw-package","Set of C++ classes for conversions between geographic, UTM, UPS, MGRS, geocentric, and local cartesian coordinates, for gravity, geoid height, and geomagnetic field calculations and for solving geodesic problems (mingw-w64)","","custom","https://geographiclib.sourceforge.io/","mingw-w64-clang-x86_64-cc-libs","","","","","2.45 MiB","25.78 MiB","Sun Nov  9 23:19:49 2025"
"clang64","mingw-w64-clang-x86_64-geoip","1.6.12-2","False","","any","mingw-package","Non-DNS IP-to-country resolver C library & utils (mingw-w64)","","LGPL","https://www.maxmind.com/app/c","mingw-w64-clang-x86_64-zlib","","","","","123.35 KiB","633.85 KiB","Tue Feb  1 02:09:00 2022"
"clang64","mingw-w64-clang-x86_64-geoipupdate","6.1.0-3","False","","any","mingw-package","Update GeoIP2 and GeoIP Legacy binary databases from MaxMind (mingw-w64)","","spdx:Apache-2.0;OR;MIT","https://dev.maxmind.com/geoip/geoipupdate","","","","","","4.53 MiB","9.12 MiB","Sat Aug  1 03:29:02 2026"
"clang64","mingw-w64-clang-x86_64-geos","3.14.1-1","False","","any","mingw-package","C++ library for performing operations on two-dimensional vector geometries (mingw-w64)","","spdx:LGPL-2.1-or-later","https://libgeos.org","mingw-w64-clang-x86_64-cc-libs","","","","","1664.63 KiB","10218.32 KiB","Sat Jul 11 06:05:10 2026"
"clang64","mingw-w64-clang-x86_64-gettext-libtextstyle","1.0-1","False","","any","mingw-package","GNU LIBTEXTSTYLE - Text styling library (mingw-w64)","","spdx:GPL-3.0-or-later","https://www.gnu.org/software/gettext/","mingw-w64-clang-x86_64-libiconv","","","","","624.52 KiB","2737.47 KiB","Sat Jan 31 06:16:55 2026"
"clang64","mingw-w64-clang-x86_64-gettext-runtime","1.0-1","False","","any","mingw-package","GNU internationalization runtime library (mingw-w64)","","spdx:GPL-3.0-or-later;AND;LGPL-2.1-or-later","https://www.gnu.org/software/gettext/","mingw-w64-clang-x86_64-cc-libs;mingw-w64-clang-x86_64-libiconv","","","mingw-w64-clang-x86_64-gettext<=0.22.4-3","","414.28 KiB","2619.10 KiB","Sat Jan 31 06:16:55 2026"
"clang64","mingw-w64-clang-x86_64-gettext-tools","1.0-1","False","","any","mingw-package","GNU internationalization tools (mingw-w64)","","spdx:GPL-3.0-or-later","https://www.gnu.org/software/gettext/","mingw-w64-clang-x86_64-gettext-runtime;mingw-w64-clang-x86_64-gettext-libtextstyle;mingw-w64-clang-x86_64-cc-libs;mingw-w64-clang-x86_64-libiconv","","mingw-w64-clang-x86_64-gettext=1.0-1","mingw-w64-clang-x86_64-gettext<=0.22.4-3","mingw-w64-clang-x86_64-gettext","4.32 MiB","29.12 MiB","Sat Jan 31 06:16:55 2026"
"clang64","mingw-w64-clang-x86_64-gexiv2","0.14.6-4","False","","any","mingw-package","GObject-based wrapper around the Exiv2 library (mingw-w64)","","spdx:GPL-2.0-or-later","https://wiki.gnome.org/Projects/gexiv2","mingw-w64-clang-x86_64-glib2;mingw-w64-clang-x86_64-exiv2","","","","","128.05 KiB","666.08 KiB","Mon Jan 26 12:17:05 2026"
"clang64","mingw-w64-clang-x86_64-gf2x","1.3.0-1","False","","any","mingw-package","A library for multiplying polynomials over the binary field (mingw-w64)","","spdx:GPL-3.0-or-later","https://gitlab.inria.fr/gf2x/gf2x","","","","","","91.58 KiB","354.07 KiB","Sun Nov  9 13:04:22 2025"
"clang64","mingw-w64-clang-x86_64-gflags","2.3.0-1","False","","any","mingw-package","Google's Commandline flags module for C++ (mingw-w64)","","spdx:BSD-3-Clause","https://gflags.github.io/gflags/","mingw-w64-clang-x86_64-cc-libs","","","","","147.51 KiB","1032.60 KiB","Wed Apr 29 12:01:58 2026"
"clang64","mingw-w64-clang-x86_64-ggml","0.18.0.r1.g78de6069-1","False","","any","mingw-package","Tensor library for machine learning (mingw-w64)","","spdx:MIT","https://github.com/ggml-org/ggml","mingw-w64-clang-x86_64-cc-libs;mingw-w64-clang-x86_64-openblas;mingw-w64-clang-x86_64-omp;mingw-w64-clang-x86_64-opencl-icd;mingw-w64-clang-x86_64-python;mingw-w64-clang-x86_64-vulkan-loader","","","","","8.58 MiB","69.08 MiB","Fri Jul 31 04:58:37 2026"
"clang64","mingw-w64-clang-x86_64-ghex","50.0-1","False","","any","mingw-package","A simple binary editor for the Gnome desktop (mingw-w64)","","spdx:GPL-2.0-or-later","https://wiki.gnome.org/Apps/Ghex","mingw-w64-clang-x86_64-libadwaita;mingw-w64-clang-x86_64-gtk4;mingw-w64-clang-x86_64-gettext-runtime;mingw-w64-clang-x86_64-gtk-update-icon-cache","","","","","424.98 KiB","1965.48 KiB","Tue Mar 17 16:00:57 2026"
"clang64","mingw-w64-clang-x86_64-ghostscript","10.07.1-1","False","","any","mingw-package","An interpreter for the PostScript language (mingw-w64)","","AGPL;custom","https://www.ghostscript.com/","mingw-w64-clang-x86_64-dbus;mingw-w64-clang-x86_64-expat;mingw-w64-clang-x86_64-freetype;mingw-w64-clang-x86_64-fontconfig;mingw-w64-clang-x86_64-gdk-pixbuf2;mingw-w64-clang-x86_64-jbig2dec;mingw-w64-clang-x86_64-libiconv;mingw-w64-clang-x86_64-libidn;mingw-w64-clang-x86_64-libpaper;mingw-w64-clang-x86_64-libpng;mingw-w64-clang-x86_64-libjpeg;mingw-w64-clang-x86_64-libtiff;mingw-w64-clang-x86_64-openjpeg2;mingw-w64-clang-x86_64-zlib","mingw-w64-clang-x86_64-gtk3","","","","25.34 MiB","56.04 MiB","Sun Jul 19 04:57:27 2026"
"clang64","mingw-w64-clang-x86_64-gi-docgen","2026.1-1","False","","any","mingw-package","Documentation tool for GObject-based libraries (mingw-w64)","","spdx:Apache-2.0;OR;GPL-3.0-or-later","https://gnome.pages.gitlab.gnome.org/gi-docgen/","mingw-w64-clang-x86_64-python;mingw-w64-clang-x86_64-python-jinja;mingw-w64-clang-x86_64-python-markdown;mingw-w64-clang-x86_64-python-markupsafe;mingw-w64-clang-x86_64-python-pygments;mingw-w64-clang-x86_64-python-typogrify;mingw-w64-clang-x86_64-python-packaging","","","","","5.69 MiB","12.64 MiB","Sat Jan 31 12:12:24 2026"
"clang64","mingw-w64-clang-x86_64-giflib","6.1.3-1","False","","any","mingw-package","A library for reading and writing gif images (mingw-w64)","","spdx:MIT","https://sourceforge.net/projects/giflib/","mingw-w64-clang-x86_64-cc-libs","","","","","123.08 KiB","659.91 KiB","Fri Apr 17 09:41:59 2026"
"clang64","mingw-w64-clang-x86_64-gimp","3.2.4-2","False","","any","mingw-package","GNU Image Manipulation Program (mingw-w64)","","spdx:GPL-3.0-or-later;AND;LGPL-3.0-or-later","https://www.gimp.org/downloads/devel/","mingw-w64-clang-x86_64-appstream;mingw-w64-clang-x86_64-atk;mingw-w64-clang-x86_64-babl;mingw-w64-clang-x86_64-bzip2;mingw-w64-clang-x86_64-cairo;mingw-w64-clang-x86_64-cfitsio;mingw-w64-clang-x86_64-drmingw;mingw-w64-clang-x86_64-exiv2;mingw-w64-clang-x86_64-fontconfig;mingw-w64-clang-x86_64-freetype;mingw-w64-clang-x86_64-gdk-pixbuf2;mingw-w64-clang-x86_64-gegl;mingw-w64-clang-x86_64-gettext-runtime;mingw-w64-clang-x86_64-gexiv2;mingw-w64-clang-x86_64-ghostscript;mingw-w64-clang-x86_64-glib2;mingw-w64-clang-x86_64-glib-networking;mingw-w64-clang-x86_64-graphviz;mingw-w64-clang-x86_64-gtk3;mingw-w64-clang-x86_64-harfbuzz;mingw-w64-clang-x86_64-iso-codes;mingw-w64-clang-x86_64-json-glib;mingw-w64-clang-x86_64-lcms2;mingw-w64-clang-x86_64-libarchive;mingw-w64-clang-x86_64-libheif;mingw-w64-clang-x86_64-libiff;mingw-w64-clang-x86_64-libilbm;mingw-w64-clang-x86_64-libjpeg-turbo;mingw-w64-clang-x86_64-libjxl;mingw-w64-clang-x86_64-libmng;mingw-w64-clang-x86_64-libmypaint;mingw-w64-clang-x86_64-libpng;mingw-w64-clang-x86_64-librsvg;mingw-w64-clang-x86_64-libtiff;mingw-w64-clang-x86_64-libwebp;mingw-w64-clang-x86_64-libwmf;mingw-w64-clang-x86_64-mypaint-brushes2;mingw-w64-clang-x86_64-omp;mingw-w64-clang-x86_64-openjpeg2;mingw-w64-clang-x86_64-openexr;mingw-w64-clang-x86_64-pango;mingw-w64-clang-x86_64-poppler;mingw-w64-clang-x86_64-python;mingw-w64-clang-x86_64-python-gobject;mingw-w64-clang-x86_64-shared-mime-info;mingw-w64-clang-x86_64-xpm-nox;mingw-w64-clang-x86_64-xz;mingw-w64-clang-x86_64-zlib","","","","","21.80 MiB","163.91 MiB","Mon Apr 20 15:16:26 2026"
"clang64","mingw-w64-clang-x86_64-ginkgo","1.9.0-3","False","","any","mingw-package","Numerical linear algebra software package (mingw-w64)","","spdx:BSD-3-Clause","https://ginkgo-project.github.io","mingw-w64-clang-x86_64-omp;mingw-w64-clang-x86_64-metis;mingw-w64-clang-x86_64-hwloc","","","","","25.57 MiB","413.20 MiB","Fri Mar 27 11:33:34 2026"
"clang64","mingw-w64-clang-x86_64-git","2.55.0.3-1","False","","any","mingw-package","The fast distributed version control system (mingw-w64)","","GPL2","https://gitforwindows.org/","mingw-w64-clang-x86_64-curl;mingw-w64-clang-x86_64-ca-certificates;mingw-w64-clang-x86_64-expat>=2.0;mingw-w64-clang-x86_64-openssl;mingw-w64-clang-x86_64-pcre2;nano","","","","","6.09 MiB","38.75 MiB","Wed Jul 15 03:07:44 2026"
