source_repository,source_package,relationship,target_package,constraint
clangarm64,mingw-w64-clang-aarch64-audaspace,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-avogadroapp,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-avogadrolibs,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-avogadrolibs-qt,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-avr-binutils,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-avrdude,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-awf-gtk3,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-awf-gtk4,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-awf-qt5,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-awf-qt6,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-auth,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-cal,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-common,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-compression,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-event-stream,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-http,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-io,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-mqtt,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-s3,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-c-sdkutils,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-checksums,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-crt-cpp,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aws-sdk-cpp,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-aztecgen,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-b3sum,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-babl,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-badvpn,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-baobab,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bc,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bcftools,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bcg729,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bcunit,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-benchmark,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bin2header,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-binaryen,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bitwise,build-depends-on,mingw-w64-clang-aarch64-binutils,
clangarm64,mingw-w64-clang-aarch64-bitwise,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-blas,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-blas,build-depends-on,mingw-w64-clang-aarch64-fc,
clangarm64,mingw-w64-clang-aarch64-blas64,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-blas64,build-depends-on,mingw-w64-clang-aarch64-fc,
clangarm64,mingw-w64-clang-aarch64-blender,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-blis,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-blis,build-depends-on,mingw-w64-clang-aarch64-fc,
clangarm64,mingw-w64-clang-aarch64-bliss,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-blosc,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-blosc2,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-boost,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-boost-libs,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bootloadhid,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-box2d,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bpmdetect,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-breakpad,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-breeze,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-breeze-icons,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-brotli,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-brotli-testdata,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bsdfprocessor,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-btyacc,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bullet,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bullet-dp,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bzip2,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-bzip3,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-c-ares,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-c4core,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cabextract,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cairo,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cairomm,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cairomm-1.16,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-calceph,build-depends-on,mingw-w64-clang-aarch64-cc,
